responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,error,absError,correct,anchor,alignment,meanError,excludedError,excludedResponseError,meanTime,excludedTime,excludedResponseTime
4.584,67f30d316ed0051ae37f9898,91,61.0,20,2025-04-24 08:45:59.413,8702.0,26,far-from-aligned,near-anchor,1,11,1,0,11,line,91,D,-6.0,6.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
10.983,67f30d316ed0051ae37f9898,91,62.0,51,2025-04-24 08:46:04.391,8703.0,51,far-from-aligned,far-anchor,1,7,1,25,32,pie,91,F,0.0,0.0,True,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
9.987,677b8cb08f3f0d76f3aa3867,92,24.0,25,2025-04-24 08:46:06.505,8761.0,28,near-aligned,near-anchor,3,2,2,0,2,pie,92,A,-3.0,3.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.771,67f30d316ed0051ae37f9898,91,63.0,24,2025-04-24 08:46:15.824,8704.0,27,near-aligned,near-anchor,2,3,2,0,3,line,91,D,-3.0,3.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
6.498,677b8cb08f3f0d76f3aa3867,92,25.0,15,2025-04-24 08:46:16.737,8762.0,16,aligned,far-anchor,9,0,1,50,34,line,92,A,-1.0,1.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.101,67f30d316ed0051ae37f9898,91,64.0,11,2025-04-24 08:46:22.142,8705.0,21,aligned,near-anchor,4,0,1,100,79,line,91,B,-10.0,10.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
7.9,677b8cb08f3f0d76f3aa3867,92,26.0,25,2025-04-24 08:46:23.497,8763.0,25,near-aligned,anchor,0,3,0,25 and 50,22,pie,92,B,0.0,0.0,True,anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.841,67f30d316ed0051ae37f9898,91,65.0,8,2025-04-24 08:46:27.773,8706.0,17,near-aligned,far-anchor,8,1,2,25,24,line,91,E,-9.0,9.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
6.212,67f30d316ed0051ae37f9898,91,66.0,42,2025-04-24 08:46:34.017,8707.0,42,near-aligned,far-anchor,8,4,2,75,37,pie,91,E,0.0,0.0,True,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
17.211,677b8cb08f3f0d76f3aa3867,92,27.0,25,2025-04-24 08:46:31.657,8764.0,25,aligned,anchor,0,0,0,25 and 50,25,line,92,C,0.0,0.0,True,anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.586,67f30d316ed0051ae37f9898,91,67.0,31,2025-04-24 08:46:40.668,8708.0,33,far-from-aligned,far-anchor,8,7,2,75,35,line,91,C,-2.0,2.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
16.94,67bb656dc1e9bf4830163699,83,1.0,27,2025-04-24 08:46:33.552,7874.0,27,near-aligned,near-anchor,2,3,2,0,3,pie,83,E,0.0,0.0,True,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
8.76,67f30d316ed0051ae37f9898,91,68.0,61,2025-04-24 08:46:49.545,8709.0,55,far-from-aligned,far-anchor,5,8,0,75,12,pie,91,F,6.0,6.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
7.479,67bb656dc1e9bf4830163699,83,2.0,25,2025-04-24 08:46:50.839,7875.0,25,aligned,anchor,0,0,0,50 and 75,50,pie,83,B,0.0,0.0,True,anchor,aligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
12.169,677b8cb08f3f0d76f3aa3867,92,28.0,28,2025-04-24 08:46:49.126,8765.0,31,near-aligned,far-anchor,6,3,1,50 and 75,47,pie,92,B,-3.0,3.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.901,67bb656dc1e9bf4830163699,83,3.0,13,2025-04-24 08:46:58.650,7876.0,16,near-aligned,far-anchor,9,1,1,25,8,pie,83,G,-3.0,3.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
9.937,67f30d316ed0051ae37f9898,91,69.0,38,2025-04-24 08:46:58.840,8710.0,29,near-aligned,near-anchor,4,1,1,50,20,pie,91,B,9.0,9.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
9.279,677b8cb08f3f0d76f3aa3867,92,29.0,20,2025-04-24 08:47:02.076,8766.0,21,near-aligned,near-anchor,4,3,1,25,7,line,92,C,-1.0,1.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.146,67f30d316ed0051ae37f9898,91,70.0,26,2025-04-24 08:47:09.120,8711.0,23,far-from-aligned,near-anchor,2,10,2,75,65,pie,91,A,3.0,3.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
5.463,67f30d316ed0051ae37f9898,91,71.0,28,2025-04-24 08:47:14.717,8712.0,34,aligned,far-anchor,9,0,1,50,50,line,91,E,-6.0,6.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
10.67,677b8cb08f3f0d76f3aa3867,92,30.0,30,2025-04-24 08:47:11.617,8767.0,36,far-from-aligned,far-anchor,11,5,1,75,34,pie,92,F,-6.0,6.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
6.747,67f30d316ed0051ae37f9898,91,72.0,31,2025-04-24 08:47:22.675,8713.0,30,near-aligned,far-anchor,5,3,0,100,67,pie,91,E,1.0,1.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
10.707,677b8cb08f3f0d76f3aa3867,92,31.0,40,2025-04-24 08:47:23.297,8768.0,41,near-aligned,far-anchor,9,4,1,25,21,line,92,G,-1.0,1.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
6.153,67f30d316ed0051ae37f9898,91,73.0,7,2025-04-24 08:47:29.927,8714.0,15,near-aligned,far-anchor,10,3,0,50,47,line,91,G,-8.0,8.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
29.278,67bb656dc1e9bf4830163699,83,4.0,20,2025-04-24 08:47:07.881,7877.0,18,far-from-aligned,far-anchor,7,9,2,75 and 75,66,line,83,F,2.0,2.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
5.443,67f30d316ed0051ae37f9898,91,74.0,28,2025-04-24 08:47:36.617,8715.0,24,aligned,near-anchor,1,0,1,0,0,pie,91,G,4.0,4.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
10.263,677b8cb08f3f0d76f3aa3867,92,32.0,20,2025-04-24 08:47:34.271,8769.0,22,aligned,near-anchor,3,0,2,100,78,pie,92,A,-2.0,2.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
10.083,67bb656dc1e9bf4830163699,83,5.0,50,2025-04-24 08:47:37.478,7878.0,48,near-aligned,near-anchor,2,2,2,50,4,pie,83,G,2.0,2.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
10.748,67f30d316ed0051ae37f9898,91,75.0,35,2025-04-24 08:47:42.520,8716.0,38,near-aligned,far-anchor,12,1,2,25,24,line,91,F,-3.0,3.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
7.935,67f30d316ed0051ae37f9898,91,76.0,7,2025-04-24 08:47:53.579,8717.0,17,near-aligned,far-anchor,8,3,2,0,3,line,91,B,-10.0,10.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
19.883,677b8cb08f3f0d76f3aa3867,92,33.0,8,2025-04-24 08:47:44.798,8770.0,15,near-aligned,far-anchor,10,1,0,75,59,pie,92,D,-7.0,7.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
7.295,677b8cb08f3f0d76f3aa3867,92,34.0,55,2025-04-24 08:48:04.951,8771.0,55,aligned,far-anchor,5,0,0,75,20,line,92,B,0.0,0.0,True,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
9.987,67f30d316ed0051ae37f9898,91,77.0,27,2025-04-24 08:48:03.627,8718.0,28,far-from-aligned,near-anchor,3,7,2,75,40,line,91,G,-1.0,1.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
6.491,67f30d316ed0051ae37f9898,91,78.0,17,2025-04-24 08:48:13.944,8719.0,20,aligned,far-anchor,5,0,0,25,5,line,91,G,-3.0,3.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
10.904,677b8cb08f3f0d76f3aa3867,92,35.0,15,2025-04-24 08:48:12.501,8772.0,20,far-from-aligned,far-anchor,5,9,0,50,41,line,92,G,-5.0,5.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
9.595,67f30d316ed0051ae37f9898,91,79.0,9,2025-04-24 08:48:20.869,8720.0,15,aligned,far-anchor,10,0,0,75,60,line,91,G,-6.0,6.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
9.863,677b8cb08f3f0d76f3aa3867,92,36.0,30,2025-04-24 08:48:27.852,8773.0,29,aligned,near-anchor,4,0,1,100,71,pie,92,E,1.0,1.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.051,67f30d316ed0051ae37f9898,91,80.0,35,2025-04-24 08:48:31.305,8721.0,30,far-from-aligned,far-anchor,5,6,0,100,64,pie,91,D,5.0,5.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
7.759,677b8cb08f3f0d76f3aa3867,92,37.0,45,2025-04-24 08:48:38.046,8774.0,43,far-from-aligned,far-anchor,7,5,2,50,12,line,92,G,2.0,2.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
6.981,67f30d316ed0051ae37f9898,91,81.0,41,2025-04-24 08:48:39.818,8722.0,38,aligned,far-anchor,12,0,2,25,25,line,91,D,3.0,3.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
6.619,67f30d316ed0051ae37f9898,91,82.0,6,2025-04-24 08:48:47.126,8723.0,15,near-aligned,far-anchor,10,1,0,75,59,line,91,D,-9.0,9.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
8.733,677b8cb08f3f0d76f3aa3867,92,38.0,38,2025-04-24 08:48:46.153,8775.0,42,near-aligned,far-anchor,8,2,2,100,56,line,92,G,-4.0,4.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.889,67f30d316ed0051ae37f9898,91,83.0,43,2025-04-24 08:48:54.304,8724.0,42,far-from-aligned,far-anchor,8,6,2,50,14,line,91,A,1.0,1.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
6.644,677b8cb08f3f0d76f3aa3867,92,39.0,55,2025-04-24 08:48:55.147,8776.0,55,far-from-aligned,far-anchor,5,8,0,25,33,line,92,A,0.0,0.0,True,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.346,67f30d316ed0051ae37f9898,91,84.0,28,2025-04-24 08:49:03.251,8725.0,27,near-aligned,near-anchor,2,3,2,0,3,pie,91,A,1.0,1.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
6.138,677b8cb08f3f0d76f3aa3867,92,40.0,10,2025-04-24 08:49:07.066,8777.0,19,near-aligned,far-anchor,6,3,1,75,59,line,92,E,-9.0,9.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
4.806,67f30d316ed0051ae37f9898,91,85.0,39,2025-04-24 08:49:08.946,8726.0,37,aligned,far-anchor,12,0,2,50,13,pie,91,D,2.0,2.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
6.901,67f30d316ed0051ae37f9898,91,86.0,25,2025-04-24 08:49:14.074,8727.0,23,far-from-aligned,near-anchor,2,5,2,50,32,pie,91,E,2.0,2.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
8.61,677b8cb08f3f0d76f3aa3867,92,41.0,45,2025-04-24 08:49:13.490,8778.0,41,aligned,far-anchor,9,0,1,25,25,pie,92,B,4.0,4.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.207,677b8cb08f3f0d76f3aa3867,92,42.0,50,2025-04-24 08:49:22.482,8779.0,46,far-from-aligned,near-anchor,4,6,1,75,35,line,92,A,4.0,4.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
7.751,67f30d316ed0051ae37f9898,91,87.0,27,2025-04-24 08:49:21.418,8728.0,29,aligned,near-anchor,4,0,1,0,0,line,91,F,-2.0,2.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
5.772,67f30d316ed0051ae37f9898,91,88.0,33,2025-04-24 08:49:29.572,8729.0,37,near-aligned,far-anchor,12,2,2,100,61,line,91,A,-4.0,4.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
12.739,677b8cb08f3f0d76f3aa3867,92,43.0,30,2025-04-24 08:49:28.089,8780.0,26,far-from-aligned,near-anchor,1,5,1,50,19,pie,92,B,4.0,4.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.281,67f30d316ed0051ae37f9898,91,89.0,32,2025-04-24 08:49:35.674,8730.0,25,aligned,anchor,0,0,0,0 and 25,0,pie,91,A,7.0,7.0,False,anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
5.379,677b8cb08f3f0d76f3aa3867,92,44.0,30,2025-04-24 08:49:41.087,8781.0,31,near-aligned,far-anchor,6,1,1,50,18,pie,92,D,-1.0,1.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
7.047,67f30d316ed0051ae37f9898,91,90.0,26,2025-04-24 08:49:44.262,8731.0,22,near-aligned,near-anchor,3,2,2,50,48,pie,91,B,4.0,4.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
10.118,677b8cb08f3f0d76f3aa3867,92,45.0,30,2025-04-24 08:49:46.987,8782.0,29,far-from-aligned,near-anchor,4,10,1,0,10,line,92,F,1.0,1.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.955,67f30d316ed0051ae37f9898,91,91.0,34,2025-04-24 08:49:51.647,8732.0,28,far-from-aligned,near-anchor,3,7,2,100,65,pie,91,B,6.0,6.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
7.038,67f30d316ed0051ae37f9898,91,92.0,16,2025-04-24 08:49:58.066,8733.0,21,far-from-aligned,near-anchor,4,8,1,75,67,line,91,G,-5.0,5.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
11.374,677b8cb08f3f0d76f3aa3867,92,46.0,37,2025-04-24 08:49:57.659,8783.0,26,aligned,near-anchor,1,0,1,75,49,line,92,A,11.0,11.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
9.238,677b8cb08f3f0d76f3aa3867,92,47.0,51,2025-04-24 08:50:09.314,8784.0,53,far-from-aligned,far-anchor,3,8,2,100,39,line,92,E,-2.0,2.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
15.093,67f30d316ed0051ae37f9898,91,93.0,46,2025-04-24 08:50:05.437,8734.0,48,aligned,near-anchor,2,0,2,75,27,pie,91,D,-2.0,2.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
4.84,677b8cb08f3f0d76f3aa3867,92,48.0,10,2025-04-24 08:50:21.914,8785.0,17,far-from-aligned,far-anchor,8,6,2,50,44,line,92,A,-7.0,7.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.898,67f30d316ed0051ae37f9898,91,94.0,57,2025-04-24 08:50:20.939,8735.0,55,aligned,far-anchor,5,0,0,0,0,pie,91,G,2.0,2.0,False,non-anchor,aligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
4.152,67f30d316ed0051ae37f9898,91,95.0,25,2025-04-24 08:50:27.180,8736.0,18,near-aligned,far-anchor,7,4,2,25,21,pie,91,B,7.0,7.0,False,non-anchor,unaligned,4.59375,included,includedResponse,7.327270833333333,included,includedResponse
20.405,67bb656dc1e9bf4830163699,83,7.0,15,2025-04-24 08:50:12.503,7880.0,22,far-from-aligned,near-anchor,3,10,2,75,65,line,83,C,-7.0,7.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
10.247,677b8cb08f3f0d76f3aa3867,92,49.0,59,2025-04-24 08:50:27.235,8786.0,49,far-from-aligned,near-anchor,1,9,1,50,41,pie,92,A,10.0,10.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
15.189,67bb656dc1e9bf4830163699,83,8.0,35,2025-04-24 08:50:33.292,7881.0,35,far-from-aligned,far-anchor,10,6,0,50,9,line,83,B,0.0,0.0,True,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
12.702,677b8cb08f3f0d76f3aa3867,92,50.0,45,2025-04-24 08:50:37.753,8787.0,41,aligned,far-anchor,9,0,1,25,25,pie,92,B,4.0,4.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.298,677b8cb08f3f0d76f3aa3867,92,51.0,50,2025-04-24 08:50:50.774,8788.0,50,far-from-aligned,anchor,0,11,0,50 and 100,39,pie,92,C,0.0,0.0,True,anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
10.749,67bb656dc1e9bf4830163699,83,9.0,15,2025-04-24 08:50:48.744,7882.0,22,far-from-aligned,near-anchor,3,7,2,25,10,line,83,E,-7.0,7.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
6.259,677b8cb08f3f0d76f3aa3867,92,52.0,12,2025-04-24 08:50:56.373,8789.0,16,aligned,far-anchor,9,0,1,75,59,line,92,A,-4.0,4.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.71,677b8cb08f3f0d76f3aa3867,92,53.0,17,2025-04-24 08:51:02.888,8790.0,25,far-from-aligned,anchor,0,5,0,50 and 75,45,pie,92,E,-8.0,8.0,False,anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.806,677b8cb08f3f0d76f3aa3867,92,54.0,22,2025-04-24 08:51:11.871,8791.0,30,far-from-aligned,far-anchor,5,8,0,100,62,line,92,C,-8.0,8.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.975,677b8cb08f3f0d76f3aa3867,92,55.0,12,2025-04-24 08:51:20.955,8792.0,18,aligned,far-anchor,7,0,2,50,50,line,92,A,-6.0,6.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.876,677b8cb08f3f0d76f3aa3867,92,56.0,13,2025-04-24 08:51:27.424,8793.0,25,far-from-aligned,anchor,0,6,0,25 and 50,19,line,92,D,-12.0,12.0,False,anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
4.836,677b8cb08f3f0d76f3aa3867,92,57.0,18,2025-04-24 08:51:33.681,8794.0,26,aligned,near-anchor,1,0,1,75,49,pie,92,F,-8.0,8.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
7.931,677b8cb08f3f0d76f3aa3867,92,58.0,18,2025-04-24 08:51:38.808,8795.0,18,near-aligned,far-anchor,7,2,2,25,23,pie,92,A,0.0,0.0,True,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.692,677b8cb08f3f0d76f3aa3867,92,59.0,46,2025-04-24 08:51:47.003,8796.0,47,aligned,near-anchor,3,0,2,50,50,line,92,B,-1.0,1.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.969,67bb656dc1e9bf4830163699,83,11.0,21,2025-04-24 08:51:55.489,7884.0,22,far-from-aligned,near-anchor,3,5,2,75,70,pie,83,A,-1.0,1.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
10.812,677b8cb08f3f0d76f3aa3867,92,60.0,42,2025-04-24 08:51:58.815,8797.0,46,far-from-aligned,near-anchor,4,10,1,25,15,line,92,E,-4.0,4.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
9.24,677b8cb08f3f0d76f3aa3867,92,61.0,48,2025-04-24 08:52:10.050,8798.0,45,far-from-aligned,far-anchor,5,6,0,50,11,pie,92,C,3.0,3.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
13.322,67bb656dc1e9bf4830163699,83,12.0,48,2025-04-24 08:52:06.540,7885.0,49,far-from-aligned,near-anchor,1,5,1,50,6,pie,83,C,-1.0,1.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
4.339,677b8cb08f3f0d76f3aa3867,92,62.0,11,2025-04-24 08:52:19.557,8799.0,15,aligned,far-anchor,10,0,0,50,50,line,92,C,-4.0,4.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
7.226,67bb656dc1e9bf4830163699,83,13.0,40,2025-04-24 08:52:20.207,7886.0,41,aligned,far-anchor,9,0,1,50,50,line,83,C,-1.0,1.0,False,non-anchor,aligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
5.099,677b8cb08f3f0d76f3aa3867,92,63.0,13,2025-04-24 08:52:24.425,8800.0,21,far-from-aligned,near-anchor,4,7,1,75,61,line,92,F,-8.0,8.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.787,677b8cb08f3f0d76f3aa3867,92,64.0,14,2025-04-24 08:52:29.786,8801.0,23,far-from-aligned,near-anchor,2,6,2,25,8,line,92,B,-9.0,9.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
11.236,67bb656dc1e9bf4830163699,83,14.0,20,2025-04-24 08:52:27.759,7887.0,16,near-aligned,far-anchor,9,2,1,25,23,pie,83,B,4.0,4.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
5.629,677b8cb08f3f0d76f3aa3867,92,65.0,12,2025-04-24 08:52:38.826,8802.0,15,near-aligned,far-anchor,10,1,0,100,84,pie,92,F,-3.0,3.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
6.999,67bb656dc1e9bf4830163699,83,15.0,20,2025-04-24 08:52:39.343,7888.0,21,aligned,near-anchor,4,0,1,25,4,pie,83,D,-1.0,1.0,False,non-anchor,aligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
10.266,677b8cb08f3f0d76f3aa3867,92,66.0,50,2025-04-24 08:52:50.080,8803.0,51,far-from-aligned,far-anchor,1,11,1,0,11,pie,92,B,-1.0,1.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
13.721,67bb656dc1e9bf4830163699,83,16.0,30,2025-04-24 08:52:47.014,7889.0,35,far-from-aligned,far-anchor,10,5,0,50,55,pie,83,G,-5.0,5.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
6.877,67bb656dc1e9bf4830163699,83,17.0,50,2025-04-24 08:53:01.008,7890.0,52,far-from-aligned,far-anchor,2,7,2,25,32,pie,83,B,-2.0,2.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
7.546,677b8cb08f3f0d76f3aa3867,92,67.0,19,2025-04-24 08:53:00.641,8804.0,23,far-from-aligned,near-anchor,2,5,2,50,45,pie,92,B,-4.0,4.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
5.52,67bb656dc1e9bf4830163699,83,18.0,25,2025-04-24 08:53:08.160,7891.0,25,aligned,anchor,0,0,0,0 and 25,0,line,83,F,0.0,0.0,True,anchor,aligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
10.658,677b8cb08f3f0d76f3aa3867,92,68.0,20,2025-04-24 08:53:08.492,8805.0,24,near-aligned,near-anchor,1,2,1,50,28,line,92,G,-4.0,4.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
6.722,677b8cb08f3f0d76f3aa3867,92,69.0,24,2025-04-24 08:53:19.460,8806.0,29,near-aligned,near-anchor,4,1,1,50,49,pie,92,B,-5.0,5.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
10.573,677b8cb08f3f0d76f3aa3867,92,70.0,17,2025-04-24 08:53:26.490,8807.0,18,far-from-aligned,far-anchor,7,5,2,25,12,pie,92,F,-1.0,1.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
29.271,67bb656dc1e9bf4830163699,83,19.0,17,2025-04-24 08:53:14.072,7892.0,21,near-aligned,near-anchor,4,2,1,50 and 75,52,line,83,F,-4.0,4.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
8.666,677b8cb08f3f0d76f3aa3867,92,71.0,15,2025-04-24 08:53:37.602,8808.0,19,aligned,far-anchor,6,0,1,50,50,pie,92,E,-4.0,4.0,False,non-anchor,aligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
6.339,67bb656dc1e9bf4830163699,83,20.0,45,2025-04-24 08:53:43.641,7893.0,47,aligned,near-anchor,3,0,2,0,0,line,83,B,-2.0,2.0,False,non-anchor,aligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
8.473,677b8cb08f3f0d76f3aa3867,92,72.0,16,2025-04-24 08:53:50.746,8809.0,20,near-aligned,far-anchor,5,3,0,25,22,line,92,F,-4.0,4.0,False,non-anchor,unaligned,3.6666666666666665,included,includedResponse,9.291552083333334,included,includedResponse
8.971,67bb656dc1e9bf4830163699,83,21.0,12,2025-04-24 08:53:50.421,7894.0,18,near-aligned,far-anchor,7,1,2,75,74,pie,83,A,-6.0,6.0,False,non-anchor,unaligned,2.6145833333333335,included,includedResponse,12.539854166666666,included,includedResponse
