selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,selectedLabel,G,E,F,B,C,D,A,G_ind,E_ind,F_ind,B_ind,C_ind,D_ind,A_ind,UID
21,far-align,near-anchor,4,6,1,25,10,pie,E,10,21,2,23,17,11,16,0,1,2,4,6,3,5,55
30,far-align,far-anchor,5,5,0,25,30,pie,G,30,14,14,7,11,15,9,3,2,6,1,4,5,0,55
49,near-align,near-anchor,1,3,1,50,4,line,C,7,5,4,8,49,8,19,2,4,0,3,1,5,6,55
23,aligned,near-anchor,2,0,2,0,0,line,D,3,19,13,14,15,23,13,5,6,2,3,4,0,1,55
25,aligned,anchor,0,0,0,75 and 100,75,pie,C,3,18,8,9,25,23,14,1,2,4,5,6,3,0,55
45,far-align,far-anchor,5,7,0,75,37,line,B,9,3,9,45,3,6,25,5,1,6,4,3,2,0,55
24,aligned,near-anchor,1,0,1,50,50,line,G,24,2,18,7,23,18,8,4,3,1,0,2,5,6,55
39,near-align,far-anchor,11,3,1,50,47,pie,G,39,14,4,8,14,16,5,5,6,2,1,3,4,0,55
25,near-align,anchor,0,3,0,50 and 75,47,line,E,9,25,7,24,9,21,5,1,4,5,0,3,6,2,55
44,near-align,far-anchor,6,2,1,100,54,pie,B,2,24,6,44,13,5,6,6,3,1,5,4,0,2,55
22,far-align,near-anchor,3,5,2,75,70,pie,A,19,10,9,9,23,8,22,4,0,3,1,2,6,5,55
27,far-align,near-anchor,2,5,2,75,43,pie,F,7,11,27,14,23,9,9,6,3,4,2,5,1,0,55
26,near-align,near-anchor,1,4,1,0,4,line,F,14,8,26,20,4,12,16,2,5,1,4,0,6,3,55
45,near-align,far-anchor,5,2,0,100,53,line,D,13,10,2,8,18,45,4,3,1,6,2,0,5,4,55
32,far-align,far-anchor,7,8,2,0,8,pie,C,10,8,30,5,32,12,3,5,0,4,6,1,2,3,55
17,aligned,far-anchor,8,0,2,25,8,pie,C,8,11,14,19,17,12,19,0,3,5,6,1,4,2,55
39,near-align,far-anchor,11,3,1,0,3,line,D,9,13,3,19,3,39,14,3,4,2,5,0,1,6,55
36,aligned,far-anchor,11,0,1,50,50,line,G,36,14,10,5,5,12,18,5,6,0,1,2,3,4,55
55,far-align,far-anchor,5,6,0,100,39,line,D,5,9,2,6,10,55,13,3,0,2,6,4,5,1,55
41,aligned,far-anchor,9,0,1,50,9,line,C,16,9,13,8,41,2,11,4,0,6,3,1,2,5,55
41,near-align,far-anchor,9,4,1,75,30,line,G,41,8,5,8,16,16,6,3,6,4,2,1,5,0,55
18,aligned,far-anchor,7,0,2,50,50,pie,D,9,2,27,23,13,18,8,5,3,0,6,2,4,1,55
21,near-align,near-anchor,4,3,1,25,7,pie,B,9,7,18,21,14,20,11,3,0,5,1,6,4,2,55
42,near-align,far-anchor,8,4,2,50 and 100,54,line,F,15,15,42,6,10,8,4,2,1,5,4,0,3,6,55
22,near-align,near-anchor,3,1,2,50,49,pie,F,4,10,22,24,4,17,19,0,5,4,3,2,1,6,55
53,aligned,far-anchor,3,0,2,0,0,pie,F,9,6,53,9,5,10,8,2,3,0,6,1,5,4,55
50,far-align,anchor,0,5,0,50 and 100,45,pie,A,10,14,4,6,11,5,50,4,3,1,2,0,6,5,55
27,far-align,near-anchor,2,10,2,25,35,line,B,10,16,17,27,4,9,17,0,2,4,3,5,1,6,55
25,near-align,anchor,0,1,0,75 and 100,74,pie,B,19,4,14,25,1,23,14,1,4,2,5,6,3,0,55
22,aligned,near-anchor,3,0,2,0,0,pie,G,22,15,22,10,4,12,15,0,1,4,6,5,3,2,55
38,near-align,far-anchor,12,3,2,75,34,line,F,6,15,38,5,8,17,11,2,5,3,6,4,0,1,55
20,far-align,far-anchor,5,10,0,50 and 50,40,pie,F,8,21,20,5,11,29,6,0,2,3,5,1,4,6,55
26,near-align,near-anchor,1,1,1,25,26,pie,D,9,17,13,8,11,26,16,1,0,4,3,6,2,5,55
52,aligned,far-anchor,2,0,2,0,0,line,D,6,14,6,12,5,52,5,6,1,4,3,2,0,5,55
36,near-align,far-anchor,11,4,1,50,46,pie,D,6,35,3,6,2,36,12,5,2,3,0,1,4,6,55
50,aligned,anchor,0,0,0,0 and 50,0,line,D,13,10,11,9,4,50,3,1,5,6,4,2,0,3,55
49,far-align,near-anchor,1,5,1,50,6,pie,F,15,10,49,8,2,6,10,2,4,1,6,5,0,3,55
48,far-align,near-anchor,2,7,2,25,18,line,A,13,6,9,10,9,5,48,0,3,6,5,4,1,2,55
50,near-align,anchor,0,3,0,50 and 100,47,pie,B,3,3,7,50,8,13,16,3,6,0,5,1,4,2,55
50,far-align,anchor,0,11,0,25 and 75,14,line,C,2,4,10,19,50,11,4,5,1,0,6,2,4,3,55
30,far-align,far-anchor,5,6,0,25,31,pie,D,29,3,5,11,7,30,15,6,5,0,1,4,3,2,55
55,far-align,far-anchor,5,9,0,100,36,pie,B,6,5,12,55,9,9,4,1,3,4,5,0,6,2,55
25,far-align,anchor,0,9,0,50 and 75,41,pie,C,5,1,1,11,25,39,18,5,2,1,4,3,0,6,55
23,aligned,near-anchor,2,0,2,0,0,line,E,4,23,6,17,18,16,16,4,0,1,3,6,5,2,55
34,near-align,far-anchor,9,1,1,25,24,pie,C,11,10,6,15,34,15,9,6,4,3,5,2,0,1,55
33,aligned,far-anchor,8,0,2,25,25,pie,G,33,1,6,17,10,15,18,2,5,3,6,0,1,4,55
32,far-align,far-anchor,7,9,2,25 and 75,34,pie,A,23,9,3,8,15,10,32,2,5,1,0,6,4,3,55
17,aligned,far-anchor,8,0,2,75,58,line,F,6,13,17,23,16,16,9,0,2,4,1,3,5,6,55
36,near-align,far-anchor,11,2,1,0,2,pie,A,16,5,2,16,15,10,36,6,2,0,5,4,3,1,55
45,aligned,far-anchor,5,0,0,0,0,line,B,6,14,8,45,23,3,1,4,2,6,0,1,5,3,55
24,far-align,near-anchor,1,9,1,75,60,line,G,24,18,11,15,16,4,12,5,1,0,3,6,4,2,55
48,aligned,near-anchor,2,0,2,50,2,pie,E,5,48,6,17,16,6,2,4,1,2,3,6,5,0,55
19,near-align,far-anchor,6,3,1,50,34,pie,C,18,12,10,18,19,4,19,5,1,6,0,3,2,4,55
23,aligned,near-anchor,2,0,2,25,25,pie,C,10,3,34,15,23,11,4,1,3,5,0,2,6,4,55
22,aligned,near-anchor,3,0,2,75,53,line,C,3,18,22,17,22,3,15,3,2,5,0,4,6,1,55
50,near-align,anchor,0,4,0,50 and 100,46,line,B,8,9,8,50,4,16,5,2,4,3,5,6,0,1,55
19,near-align,far-anchor,6,3,1,50,47,line,F,20,3,19,17,11,11,19,6,5,3,1,2,4,0,55
20,far-align,far-anchor,5,8,0,25,17,line,E,10,20,8,13,17,15,17,4,1,5,2,3,6,0,55
27,far-align,near-anchor,2,7,2,100,66,pie,D,13,7,18,11,9,27,15,2,6,4,1,3,5,0,55
34,far-align,far-anchor,9,6,1,50,10,line,C,10,9,5,11,34,17,14,0,5,6,3,1,4,2,55
48,far-align,near-anchor,2,6,2,25,19,line,C,7,7,12,9,48,10,7,5,6,4,0,2,1,3,55
19,near-align,far-anchor,6,3,1,75,72,pie,D,9,4,27,4,19,19,18,6,1,0,3,2,5,4,55
22,far-align,near-anchor,3,10,2,50,38,line,G,22,8,21,11,20,4,14,3,6,4,5,0,2,1,55
22,near-align,near-anchor,3,4,2,25,7,line,E,23,22,18,13,11,7,6,5,1,6,4,2,0,3,55
19,near-align,far-anchor,6,3,1,25 and 50,28,pie,D,25,20,15,8,10,19,3,3,0,5,1,6,2,4,55
29,near-align,near-anchor,4,3,1,25,28,pie,A,21,17,13,8,5,7,29,0,3,6,4,5,1,2,55
25,aligned,anchor,0,0,0,25 and 50,25,line,G,25,7,33,10,4,6,15,2,6,4,1,5,3,0,55
43,near-align,far-anchor,7,1,2,100,56,pie,B,3,8,10,43,6,1,29,0,4,1,5,3,6,2,55
33,far-align,far-anchor,8,7,2,100,60,line,F,5,7,33,6,11,27,11,2,6,5,4,1,3,0,55
46,near-align,near-anchor,4,3,1,75,32,line,D,12,8,2,7,20,46,5,0,2,5,3,6,4,1,55
29,far-align,near-anchor,4,6,1,0,6,pie,G,29,18,6,8,6,1,32,1,5,0,6,2,3,4,55
46,aligned,near-anchor,4,0,1,0,0,pie,B,3,26,6,46,5,3,11,3,2,6,0,4,5,1,55
28,aligned,near-anchor,3,0,2,25,25,line,D,6,5,14,19,15,28,13,0,4,3,1,5,2,6,55
36,far-align,far-anchor,11,6,1,100,58,pie,F,10,2,36,17,6,18,11,2,4,5,3,6,1,0,55
23,far-align,near-anchor,2,5,2,25,20,line,B,9,6,11,23,18,22,11,0,6,1,2,4,5,3,55
50,aligned,anchor,0,0,0,25 and 75,25,pie,C,3,11,13,12,50,2,9,4,0,6,1,3,2,5,55
16,aligned,far-anchor,9,0,1,50,34,pie,B,2,38,4,16,6,22,12,5,4,3,2,6,1,0,55
31,near-align,far-anchor,6,1,1,50,18,line,A,7,22,21,3,5,11,31,1,5,3,6,4,0,2,55
26,far-align,near-anchor,1,11,1,50,61,line,B,24,4,13,26,18,8,7,4,1,6,5,0,2,3,55
43,near-align,far-anchor,7,3,2,25,22,line,C,7,14,3,13,43,9,11,5,6,3,1,2,0,4,55
54,aligned,far-anchor,4,0,1,25,25,line,E,7,54,9,10,8,6,6,5,3,1,2,6,4,0,55
18,far-align,far-anchor,7,7,2,25,18,pie,D,16,4,15,14,15,18,18,4,5,3,2,6,1,0,55
44,far-align,far-anchor,6,6,1,25,19,line,B,22,7,3,44,5,14,5,5,3,4,2,6,1,0,55
52,near-align,far-anchor,2,3,2,75,20,line,C,11,4,3,9,52,4,17,1,4,3,0,2,6,5,55
25,far-align,anchor,0,8,0,75 and 100,67,line,F,13,10,25,8,7,8,29,0,1,5,6,3,4,2,55
28,aligned,near-anchor,3,0,2,50,22,pie,A,10,24,11,6,10,11,28,5,6,1,4,3,0,2,55
53,far-align,far-anchor,3,5,2,0,5,line,E,5,53,5,10,7,9,11,0,1,4,5,2,6,3,55
22,near-align,near-anchor,3,3,2,25,6,pie,G,22,22,6,4,4,23,19,1,4,0,6,3,5,2,55
23,far-align,near-anchor,2,10,2,25,12,pie,B,14,17,11,23,10,12,13,2,5,4,1,3,0,6,55
33,far-align,far-anchor,8,5,2,50,55,pie,G,33,8,8,12,12,4,23,5,3,4,6,2,1,0,55
40,aligned,far-anchor,10,0,0,100,60,pie,C,5,2,7,5,40,16,25,2,3,1,0,6,5,4,55
23,near-align,near-anchor,2,4,2,50,31,line,E,16,23,18,20,11,2,10,5,2,3,1,0,4,6,55
32,far-align,far-anchor,7,9,2,50 and 100,59,line,E,2,32,9,5,37,7,8,0,5,6,4,2,1,3,55
35,aligned,far-anchor,10,0,0,25,25,line,D,15,6,8,5,20,35,11,3,4,6,0,1,2,5,56
37,near-align,far-anchor,12,4,2,100,59,line,B,5,24,7,37,8,15,4,3,1,4,5,0,2,6,56
34,near-align,far-anchor,9,4,1,100,62,pie,G,34,5,15,16,4,12,14,5,3,1,0,6,4,2,56
25,far-align,anchor,0,7,0,0 and 25,7,pie,D,25,9,2,16,16,25,7,6,3,4,2,5,1,0,56
40,aligned,far-anchor,10,0,0,50,50,line,E,9,40,13,17,8,10,3,2,5,1,0,3,6,4,56
48,near-align,near-anchor,2,1,2,50,3,pie,G,48,18,5,8,3,14,4,1,5,4,2,0,3,6,56
47,far-align,near-anchor,3,9,2,25,16,pie,G,47,13,6,8,10,6,10,2,4,6,3,0,1,5,56
37,near-align,far-anchor,12,4,2,75,34,pie,A,15,13,4,12,10,9,37,4,1,5,2,6,0,3,56
48,far-align,near-anchor,2,10,2,75,37,line,F,9,3,48,16,14,4,6,5,1,4,3,0,2,6,56
50,near-align,anchor,0,1,0,50 and 100,49,line,B,3,19,9,50,5,13,1,1,3,4,5,2,0,6,56
33,near-align,far-anchor,8,2,2,75,40,line,B,23,3,9,33,3,25,4,5,0,3,4,2,1,6,56
24,aligned,near-anchor,1,0,1,75,51,line,C,6,7,20,21,24,17,5,3,1,6,0,4,2,5,56
50,aligned,anchor,0,0,0,0 and 50,0,line,C,9,9,5,16,50,8,3,2,5,4,3,0,1,6,56
21,aligned,near-anchor,4,0,1,50,29,line,G,21,13,13,17,6,18,12,2,6,5,1,3,4,0,56
32,far-align,far-anchor,7,9,2,25 and 75,34,line,A,12,17,8,9,2,20,32,6,0,1,2,5,4,3,56
16,near-align,far-anchor,9,3,1,75,56,line,B,14,13,18,16,12,13,14,5,3,0,4,2,1,6,56
45,near-align,far-anchor,5,1,0,100,54,pie,E,7,45,13,5,13,16,1,1,5,0,3,4,2,6,56
20,far-align,far-anchor,5,6,0,75,61,line,G,20,19,9,8,22,14,8,5,6,1,4,0,2,3,56
31,far-align,far-anchor,6,7,1,50,12,pie,E,10,31,3,15,16,12,13,2,1,4,6,5,0,3,56
19,aligned,far-anchor,6,0,1,25,6,pie,G,19,26,28,6,4,16,1,1,3,4,0,6,5,2,56
50,aligned,anchor,0,0,0,0 and 50,0,pie,E,10,50,13,4,2,8,13,2,0,1,3,4,5,6,56
32,near-align,far-anchor,7,3,2,50,15,line,F,15,15,32,3,10,9,16,0,6,1,4,2,3,5,56
22,near-align,near-anchor,3,2,2,25,5,line,D,19,10,19,5,10,22,15,2,4,5,0,3,1,6,56
50,far-align,anchor,0,9,0,25 and 75,16,pie,G,50,6,12,4,8,5,15,2,4,0,1,6,5,3,56
20,aligned,far-anchor,5,0,0,25,5,line,E,30,20,14,6,5,11,14,4,1,2,5,0,3,6,56
52,far-align,far-anchor,2,10,2,0,10,line,E,5,52,8,6,17,2,10,4,1,3,2,5,6,0,56
25,near-align,anchor,0,4,0,75 and 100,71,line,D,5,16,2,4,30,25,18,2,4,1,6,0,5,3,56
46,aligned,near-anchor,4,0,1,25,25,pie,A,15,6,8,10,4,11,46,6,5,4,2,1,0,3,56
43,far-align,far-anchor,7,7,2,50,43,line,G,43,9,11,2,6,15,14,5,0,2,1,4,3,6,56
49,aligned,near-anchor,1,0,1,50,50,pie,D,9,14,9,1,11,49,7,4,0,2,6,1,5,3,56
27,near-align,near-anchor,2,3,2,50,53,line,A,23,8,19,12,4,7,27,1,5,3,6,2,0,4,56
27,far-align,near-anchor,2,5,2,75,43,pie,E,17,27,15,13,13,10,5,6,4,1,5,0,2,3,56
18,near-align,far-anchor,7,3,2,75,72,pie,G,18,7,21,8,26,10,10,5,4,1,3,2,6,0,56
26,aligned,near-anchor,1,0,1,25,25,pie,A,16,8,9,12,16,13,26,0,4,1,5,3,6,2,56
34,near-align,far-anchor,9,1,1,75,40,pie,G,34,13,11,14,8,12,8,4,2,3,5,1,6,0,56
51,far-align,far-anchor,1,8,1,0,8,line,C,15,8,2,8,51,11,5,3,0,4,6,1,5,2,56
49,near-align,near-anchor,1,1,1,25,24,line,D,6,13,8,3,11,49,10,6,5,4,0,1,3,2,56
16,near-align,far-anchor,9,1,1,75,58,line,G,16,10,30,17,9,9,9,4,0,3,6,5,1,2,56
28,aligned,near-anchor,3,0,2,25,25,line,E,9,28,15,19,5,4,20,4,2,6,5,1,3,0,56
46,far-align,near-anchor,4,5,1,25,20,line,B,9,7,13,46,11,7,7,4,5,0,2,3,6,1,56
23,far-align,near-anchor,2,5,2,50,32,line,F,20,1,23,11,6,12,27,1,6,2,4,3,0,5,56
27,far-align,near-anchor,2,7,2,50,16,pie,F,22,3,27,18,6,16,8,2,6,1,5,4,0,3,56
34,aligned,far-anchor,9,0,1,25,25,line,F,19,13,34,12,6,3,13,0,6,2,4,1,5,3,56
22,near-align,near-anchor,3,2,2,75,73,pie,D,8,9,13,22,21,22,5,0,1,4,3,2,5,6,56
53,aligned,far-anchor,3,0,2,25,25,pie,F,10,8,53,3,4,15,7,2,0,3,4,6,5,1,56
31,near-align,far-anchor,6,3,1,25 and 50,22,line,A,3,4,9,30,4,19,31,0,3,4,5,6,1,2,56
52,aligned,far-anchor,2,0,2,75,23,pie,E,1,52,5,14,11,9,8,1,3,5,2,6,4,0,56
18,far-align,far-anchor,7,8,2,25,15,line,G,18,14,8,13,6,15,26,1,3,4,6,5,0,2,56
49,far-align,near-anchor,1,8,1,50,9,line,E,17,49,8,9,8,3,6,5,1,4,0,6,2,3,56
22,near-align,near-anchor,3,2,2,75,55,line,G,22,3,37,6,20,2,10,4,6,0,3,5,2,1,56
26,aligned,near-anchor,1,0,1,100,74,line,F,9,14,26,14,12,13,12,4,3,6,1,5,2,0,56
27,far-align,near-anchor,2,5,2,75,43,pie,F,13,20,27,6,22,2,10,1,5,4,0,2,3,6,56
18,far-align,far-anchor,7,6,2,75,63,line,G,18,12,19,8,5,23,15,5,1,6,3,0,2,4,56
21,far-align,near-anchor,4,9,1,75,63,pie,E,16,21,9,14,1,23,16,6,5,1,0,2,3,4,56
35,aligned,far-anchor,10,0,0,100,65,line,A,5,27,7,2,13,11,35,2,0,1,4,3,5,6,56
19,far-align,far-anchor,6,5,1,25,11,line,A,7,2,11,22,28,11,19,5,2,3,6,4,0,1,56
23,near-align,near-anchor,2,4,2,50,46,line,F,3,11,23,11,20,27,5,2,6,4,1,5,3,0,56
34,far-align,far-anchor,9,8,1,0 and 50,8,line,D,8,8,8,28,6,34,8,3,2,5,4,6,1,0,56
33,far-align,far-anchor,8,8,2,0,8,pie,B,8,16,19,33,13,3,8,0,2,6,1,5,3,4,56
42,far-align,far-anchor,8,8,2,75,41,pie,F,17,8,42,6,11,13,3,0,1,4,5,6,3,2,56
50,near-align,anchor,0,1,0,25 and 75,24,pie,D,4,8,2,9,14,50,13,6,2,1,4,0,3,5,56
47,far-align,near-anchor,3,9,2,50,12,line,C,10,3,4,2,47,12,22,4,5,2,3,1,0,6,56
48,aligned,near-anchor,2,0,2,100,52,line,B,8,11,8,48,3,4,18,4,1,3,6,0,2,5,56
27,near-align,near-anchor,2,1,2,50,22,pie,C,8,18,13,19,27,12,3,3,6,4,0,2,5,1,56
32,aligned,far-anchor,7,0,2,50,50,pie,B,11,12,11,32,13,15,6,2,6,1,4,0,3,5,56
31,near-align,far-anchor,6,4,1,25,29,pie,D,8,8,9,25,13,31,6,0,2,5,4,1,3,6,56
22,near-align,near-anchor,3,1,2,75,74,pie,D,18,23,15,4,5,22,13,4,2,3,6,1,5,0,56
25,aligned,anchor,0,0,0,0 and 25,0,pie,D,17,7,22,9,1,25,19,4,5,3,6,2,0,1,56
52,far-align,far-anchor,2,8,2,100,40,pie,F,8,1,52,16,9,6,8,1,4,5,2,0,3,6,56
32,near-align,far-anchor,7,1,2,25,24,line,G,32,17,11,2,9,13,16,2,3,1,5,6,0,4,56
21,far-align,near-anchor,4,8,1,25,17,pie,B,7,11,17,21,13,10,21,5,6,0,1,3,2,4,56
47,far-align,near-anchor,3,5,2,75,33,line,C,11,7,9,1,47,8,17,5,0,6,1,4,3,2,56
20,far-align,far-anchor,5,5,0,75,70,pie,G,20,16,10,10,3,11,30,5,3,0,6,2,4,1,56
25,aligned,anchor,0,0,0,50 and 75,50,line,G,25,9,27,6,16,8,9,4,1,2,0,5,3,6,56
53,near-align,far-anchor,3,3,2,75,19,pie,F,15,6,53,13,4,6,3,0,3,2,5,1,4,6,56
41,far-align,far-anchor,9,7,1,50,16,pie,E,2,41,14,16,2,11,14,6,2,0,3,1,5,4,56
29,near-align,near-anchor,4,1,1,50,49,pie,E,8,29,10,14,17,12,10,6,4,1,5,0,3,2,56
25,far-align,anchor,0,6,0,0 and 25,6,line,B,11,9,5,25,10,34,6,3,4,6,1,2,5,0,56
25,near-align,anchor,0,1,0,0 and 25,1,pie,D,22,10,7,27,1,25,8,4,6,3,5,0,1,2,56
23,aligned,near-anchor,2,0,2,50,50,pie,B,10,3,20,23,21,16,7,1,0,6,4,2,3,5,56
39,near-align,far-anchor,11,3,1,50,8,line,A,8,8,9,22,6,8,39,2,6,3,4,5,0,1,56
33,aligned,far-anchor,8,0,2,50,17,line,A,12,10,26,5,5,9,33,1,3,4,6,0,5,2,56
21,near-align,near-anchor,4,3,1,25,22,pie,G,21,8,21,12,14,10,14,2,4,6,0,3,1,5,56
55,far-align,far-anchor,5,6,0,25,31,pie,C,8,11,6,12,55,6,2,5,1,2,0,4,6,3,56
20,far-align,far-anchor,5,10,0,25 and 25,15,pie,D,12,15,10,11,3,20,29,5,0,6,4,3,1,2,56
30,aligned,far-anchor,5,0,0,75,45,pie,B,10,13,17,30,15,5,10,5,0,2,4,6,1,3,56
50,far-align,anchor,0,9,0,50 and 100,41,line,D,3,8,8,12,10,50,9,4,3,2,0,1,5,6,56
43,near-align,far-anchor,7,2,2,100,55,line,A,13,12,5,2,22,3,43,4,3,1,6,0,2,5,56
23,far-align,near-anchor,2,9,2,75,61,line,C,16,9,16,9,23,16,11,6,3,0,2,5,1,4,56
44,far-align,far-anchor,6,9,1,25,16,pie,C,8,6,19,7,44,9,7,5,3,4,1,2,0,6,56
28,far-align,near-anchor,3,10,2,25,35,pie,B,11,11,12,28,5,14,19,1,5,4,3,2,6,0,56
29,aligned,near-anchor,4,0,1,75,46,pie,B,16,12,13,29,13,9,8,5,3,1,4,0,6,2,56
19,near-align,far-anchor,6,1,1,25,5,pie,C,43,2,7,9,19,15,5,4,2,3,5,1,6,0,56
19,aligned,far-anchor,6,0,1,25,6,pie,E,11,19,14,30,7,6,13,2,1,3,4,6,0,5,56
29,near-align,near-anchor,4,2,1,50 and 75,48,line,G,29,13,16,16,7,7,12,4,1,0,5,6,3,2,56
19,near-align,far-anchor,6,4,1,50,46,pie,E,10,19,23,8,12,13,15,0,3,1,5,6,2,4,56
44,aligned,far-anchor,6,0,1,50,6,pie,C,7,8,15,14,44,6,6,3,6,4,2,1,5,0,57
32,near-align,far-anchor,7,1,2,25,24,pie,G,32,13,5,11,11,3,25,2,1,6,0,5,4,3,57
27,aligned,near-anchor,2,0,2,0,0,pie,G,27,10,19,11,6,23,4,0,2,4,3,6,1,5,57
36,aligned,far-anchor,11,0,1,0,0,line,A,5,9,9,11,24,6,36,1,3,4,5,2,6,0,57
27,far-align,near-anchor,2,10,2,25,35,pie,G,27,2,10,21,12,20,8,3,1,4,0,2,5,6,57
50,near-align,anchor,0,1,0,25 and 75,24,pie,G,50,2,14,4,15,8,7,3,0,6,4,2,5,1,57
33,far-align,far-anchor,8,7,2,75,35,line,C,9,7,13,12,33,16,10,6,4,2,1,3,5,0,57
24,far-align,near-anchor,1,7,1,25,18,pie,A,18,10,22,8,15,3,24,0,3,6,4,2,5,1,57
49,near-align,near-anchor,1,1,1,50,2,pie,F,9,2,49,11,14,2,13,3,4,1,5,6,0,2,57
21,near-align,near-anchor,4,1,1,0,1,line,F,7,24,21,8,17,1,22,4,3,1,5,2,0,6,57
27,aligned,near-anchor,2,0,2,75,48,line,F,18,14,27,14,12,7,8,5,0,4,1,2,6,3,57
33,near-align,far-anchor,8,3,2,50,47,line,C,19,18,4,1,33,7,18,6,1,2,5,4,0,3,57
46,aligned,near-anchor,4,0,1,75,29,line,E,7,46,17,2,10,8,10,5,3,0,2,1,6,4,57
43,far-align,far-anchor,7,5,2,25,20,pie,G,43,17,12,9,2,9,8,2,6,1,5,4,3,0,57
50,aligned,anchor,0,0,0,50 and 100,50,pie,F,13,4,50,10,4,8,11,4,5,6,0,2,3,1,57
15,near-align,far-anchor,10,2,0,100,83,line,E,30,15,1,17,7,28,2,0,5,3,1,2,4,6,57
31,near-align,far-anchor,6,3,1,50,53,line,E,9,31,6,16,7,2,29,3,5,1,6,0,2,4,57
29,aligned,near-anchor,4,0,1,50,21,pie,F,22,8,29,3,16,18,4,6,5,2,1,4,0,3,57
50,far-align,anchor,0,6,0,0 and 50,6,line,A,9,21,3,4,6,7,50,5,2,6,4,0,3,1,57
46,near-align,near-anchor,4,1,1,100,53,pie,B,7,13,1,46,3,17,13,1,0,6,5,3,2,4,57
43,aligned,far-anchor,7,0,2,0,0,line,E,1,43,13,6,9,20,8,2,0,4,6,5,3,1,57
20,far-align,far-anchor,5,9,0,50,41,pie,E,23,20,3,16,15,15,8,1,3,0,6,4,2,5,57
31,aligned,far-anchor,6,0,1,25,25,line,F,10,14,31,14,9,11,11,6,4,2,1,3,5,0,57
41,far-align,far-anchor,9,6,1,50,15,pie,G,41,8,13,5,10,9,14,2,3,6,0,1,5,4,57
42,far-align,far-anchor,8,8,2,50,42,pie,F,10,3,42,10,8,21,6,6,1,4,3,2,0,5,57
24,near-align,near-anchor,1,1,1,50,49,pie,G,24,35,3,8,3,16,11,4,0,1,3,2,6,5,57
25,aligned,anchor,0,0,0,25 and 50,25,pie,C,23,10,14,14,25,12,2,1,6,4,3,2,5,0,57
47,far-align,near-anchor,3,10,2,25,15,pie,E,7,47,6,15,9,4,12,3,2,1,5,0,4,6,57
31,near-align,far-anchor,6,4,1,0,4,pie,A,15,17,2,4,15,16,31,5,2,4,0,6,3,1,57
21,near-align,near-anchor,4,2,1,25,6,line,A,3,14,8,6,27,21,21,4,2,3,0,5,6,1,57
37,far-align,far-anchor,12,5,2,50,45,line,B,5,9,4,37,13,11,21,6,0,2,4,5,1,3,57
23,aligned,near-anchor,2,0,2,100,77,pie,B,10,2,8,23,16,32,9,0,1,2,6,4,5,3,57
50,aligned,anchor,0,0,0,25 and 75,25,line,C,8,4,14,7,50,7,10,0,6,4,5,3,1,2,57
47,aligned,near-anchor,3,0,2,25,25,line,C,1,8,3,3,47,19,19,4,6,2,1,3,0,5,57
38,near-align,far-anchor,12,1,2,0,1,pie,E,6,38,29,4,17,5,1,4,1,6,3,5,2,0,57
25,near-align,anchor,0,1,0,0 and 25,1,line,C,2,5,1,15,25,27,25,2,4,0,6,1,3,5,57
34,near-align,far-anchor,9,2,1,50,14,pie,F,14,14,34,12,10,6,10,3,0,1,5,4,2,6,57
20,far-align,far-anchor,5,5,0,50,35,pie,D,4,20,17,8,14,20,17,0,6,1,4,2,3,5,57
49,aligned,near-anchor,1,0,1,50,1,line,A,7,6,16,15,1,6,49,4,2,6,3,0,5,1,57
22,near-align,near-anchor,3,1,2,25,2,line,E,6,22,23,2,9,15,23,2,1,5,0,4,3,6,57
54,aligned,far-anchor,4,0,1,0,0,pie,E,5,54,6,6,12,5,12,3,0,1,2,5,6,4,57
33,aligned,far-anchor,8,0,2,50,17,pie,F,13,14,33,10,4,20,6,0,5,2,3,1,4,6,57
47,far-align,near-anchor,3,5,2,50,8,line,F,9,2,47,20,4,10,8,5,3,1,2,6,4,0,57
23,aligned,near-anchor,2,0,2,75,75,line,D,8,24,20,2,10,23,13,2,3,0,6,1,5,4,57
30,aligned,far-anchor,5,0,0,25,25,pie,C,9,11,12,13,30,24,1,5,6,0,1,2,4,3,57
43,far-align,far-anchor,7,8,2,50,42,line,E,5,43,4,4,11,6,27,2,4,6,3,5,0,1,57
25,far-align,anchor,0,11,0,0 and 25,11,pie,F,11,9,25,19,11,14,11,0,5,1,6,3,2,4,57
31,near-align,far-anchor,6,4,1,75,40,line,G,31,5,4,9,8,20,23,3,5,4,0,2,6,1,57
17,far-align,far-anchor,8,6,2,25,14,pie,E,27,17,10,20,10,2,14,6,1,2,4,5,3,0,57
31,near-align,far-anchor,6,3,1,0,3,line,E,9,31,7,15,18,3,17,2,1,4,6,3,0,5,57
28,far-align,near-anchor,3,7,2,50,57,line,D,12,10,5,9,21,28,15,4,2,3,0,1,5,6,57
51,aligned,far-anchor,1,0,1,0,0,pie,A,8,9,11,6,9,6,51,5,4,3,2,1,6,0,57
18,aligned,far-anchor,7,0,2,75,57,line,G,18,8,17,8,17,10,22,4,3,0,5,6,1,2,57
27,far-align,near-anchor,2,7,2,25,32,line,E,9,27,10,3,22,22,7,5,3,4,1,6,2,0,57
